dataset_name,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
Gas-Drift,49,float,0,13910,13886,13910
Gas-Drift,50,float,0,13910,13869,13910
Gas-Drift,51,float,0,13910,13895,13910
Gas-Drift,52,float,0,13910,13900,13910
Gas-Drift,53,float,0,13910,13905,13910
Gas-Drift,54,float,0,13910,13903,13910
Gas-Drift,55,float,0,13910,13882,13910
Gas-Drift,56,float,0,13910,13909,13910
Gas-Drift,57,float,0,13910,13906,13910
Gas-Drift,58,float,0,13910,13903,13910
Gas-Drift,59,float,0,13910,13905,13910
Gas-Drift,60,float,0,13910,13895,13910
Gas-Drift,61,float,0,13910,13907,13910
Gas-Drift,62,float,0,13910,13908,13910
Gas-Drift,63,float,0,13910,13882,13910
Gas-Drift,64,float,0,13910,13898,13910
Gas-Drift,65,float,0,13910,13903,13910
Gas-Drift,66,float,0,13910,13906,13910
Gas-Drift,67,float,0,13910,13897,13910
Gas-Drift,68,float,0,13910,13909,13910
Gas-Drift,69,float,0,13910,13904,13910
Gas-Drift,70,float,0,13910,13892,13910
Gas-Drift,71,float,0,13910,13893,13910
Gas-Drift,72,float,0,13910,13902,13910
Gas-Drift,73,float,0,13910,13905,13910
Gas-Drift,74,float,0,13910,13905,13910
Gas-Drift,75,float,0,13910,13872,13910
Gas-Drift,76,float,0,13910,13908,13910
Gas-Drift,77,float,0,13910,13905,13910
Gas-Drift,78,float,0,13910,13906,13910
Gas-Drift,79,float,0,13910,13892,13910
Gas-Drift,80,float,0,13910,13883,13910
Gas-Drift,81,float,0,13910,13901,13910
Gas-Drift,82,float,0,13910,13872,13910
Gas-Drift,83,float,0,13910,13874,13910
Gas-Drift,84,float,0,13910,13892,13910
Gas-Drift,85,float,0,13910,13903,13910
Gas-Drift,86,float,0,13910,13891,13910
Gas-Drift,87,float,0,13910,13898,13910
Gas-Drift,88,float,0,13910,13903,13910
Gas-Drift,89,float,0,13910,13910,13910
Gas-Drift,90,float,0,13910,13898,13910
Gas-Drift,91,float,0,13910,13902,13910
Gas-Drift,92,float,0,13910,13904,13910
Gas-Drift,93,float,0,13910,13905,13910
Gas-Drift,94,float,0,13910,13887,13910
Gas-Drift,95,float,0,13910,13896,13910
Gas-Drift,96,float,0,13910,13882,13910
Gas-Drift,97,float,0,13910,13820,13910
Gas-Drift,98,float,0,13910,13898,13910
Gas-Drift,99,float,0,13910,13909,13910
Gas-Drift,100,float,0,13910,13908,13910
Gas-Drift,101,float,0,13910,13910,13910
Gas-Drift,102,float,0,13910,13907,13910
Gas-Drift,103,float,0,13910,13895,13910
Gas-Drift,104,float,0,13910,13903,13910
Gas-Drift,105,float,0,13910,13876,13910
Gas-Drift,106,float,0,13910,13903,13910
Gas-Drift,107,float,0,13910,13902,13910
Gas-Drift,108,float,0,13910,13903,13910
Gas-Drift,109,float,0,13910,13908,13910
Gas-Drift,110,float,0,13910,13904,13910
Gas-Drift,111,float,0,13910,13904,13910
Gas-Drift,112,float,0,13910,13903,13910
Gas-Drift,113,float,0,13910,13889,13910
Gas-Drift,114,float,0,13910,13888,13910
Gas-Drift,115,float,0,13910,13886,13910
Gas-Drift,116,float,0,13910,13907,13910
Gas-Drift,117,float,0,13910,13899,13910
Gas-Drift,118,float,0,13910,13903,13910
Gas-Drift,119,float,0,13910,13898,13910
Gas-Drift,120,float,0,13910,13899,13910
Gas-Drift,121,float,0,13910,13885,13910
Gas-Drift,122,float,0,13910,13906,13910
Gas-Drift,123,float,0,13910,13864,13910
Gas-Drift,124,float,0,13910,13902,13910
Gas-Drift,125,float,0,13910,13907,13910
Gas-Drift,126,float,0,13910,13904,13910
Gas-Drift,127,float,0,13910,13905,13910
Gas-Drift,128,float,0,13910,13893,13910
Gas-Drift,129,float,0,13910,13907,13910
