dataset_name,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
KDD98,71,int,0,82318,75,82318
KDD98,72,int,0,82318,53,82318
KDD98,73,int,0,82318,52,82318
KDD98,74,int,0,82318,1191,82318
KDD98,75,int,0,82318,44,82318
KDD98,76,int,0,82318,52,82318
KDD98,77,int,0,82318,73,82318
KDD98,78,int,0,82318,62,82318
KDD98,79,int,0,82318,56,82318
KDD98,80,int,0,82318,100,82318
KDD98,81,int,0,82318,60,82318
KDD98,82,int,0,82318,68,82318
KDD98,83,int,0,82318,99,82318
KDD98,84,int,0,82318,100,82318
KDD98,85,int,0,82318,62,82318
KDD98,86,int,0,82318,80,82318
KDD98,87,int,0,82318,100,82318
KDD98,88,int,0,82318,100,82318
KDD98,89,int,0,82318,45,82318
KDD98,90,int,0,82318,86,82318
KDD98,91,int,0,82318,82,82318
KDD98,92,int,0,82318,35,82318
KDD98,93,int,0,82318,100,82318
KDD98,94,int,0,82318,100,82318
KDD98,95,int,0,82318,83,82318
KDD98,96,int,0,82318,43,82318
KDD98,97,int,0,82318,79,82318
KDD98,98,int,0,82318,72,82318
KDD98,99,int,0,82318,39,82318
KDD98,100,int,0,82318,62,82318
KDD98,101,int,0,82318,202,82318
KDD98,102,int,0,82318,55,82318
KDD98,103,int,0,82318,64,82318
KDD98,104,int,0,82318,57,82318
KDD98,105,int,0,82318,93,82318
KDD98,106,int,0,82318,99,82318
KDD98,107,int,0,82318,100,82318
KDD98,108,int,0,82318,51,82318
KDD98,109,int,0,82318,100,82318
KDD98,110,int,0,82318,88,82318
KDD98,111,int,0,82318,100,82318
KDD98,112,str,0,82318,5,82318
KDD98,113,str,0,82318,4,82318
KDD98,114,str,0,82318,5,82318
KDD98,115,str,0,82318,4,82318
KDD98,116,int,0,82318,145,82318
KDD98,117,int,0,82318,96,82318
KDD98,118,int,0,82318,100,82318
KDD98,119,int,0,82318,95,82318
KDD98,120,int,0,82318,73,82318
KDD98,121,int,0,82318,390,82318
KDD98,122,int,0,82318,159,82318
KDD98,123,int,0,82318,93,82318
KDD98,124,int,0,82318,30,82318
KDD98,125,int,0,82318,62,82318
KDD98,126,int,0,82318,84,82318
KDD98,127,int,0,82318,84,82318
KDD98,128,int,0,82318,98,82318
KDD98,129,int,0,82318,57,82318
KDD98,130,int,0,82318,84,82318
KDD98,131,int,0,82318,70,82318
KDD98,132,int,0,82318,100,82318
KDD98,133,int,0,82318,40,82318
KDD98,134,int,0,82318,6,82318
KDD98,135,int,0,82318,60,82318
KDD98,136,int,0,82318,22,82318
KDD98,137,bool,0,82318,2,82318
KDD98,138,int,0,82318,71,82318
KDD98,139,int,0,82318,54,82318
KDD98,140,int,0,82318,83,82318
KDD98,141,int,0,82318,22,82318
KDD98,142,int,0,82318,100,82318
KDD98,143,int,0,82318,59,82318
KDD98,144,int,0,82318,94,82318
KDD98,145,int,0,82318,23,82318
KDD98,146,int,0,82318,99,82318
KDD98,147,int,0,82318,92,82318
KDD98,148,int,0,82318,95,82318
KDD98,149,int,0,82318,42,82318
KDD98,150,str,0,82318,26,82318
KDD98,151,int,0,82318,57,82318
KDD98,152,bool,0,82318,2,82318
KDD98,153,int,0,82318,35,82318
KDD98,154,int,0,82318,65,82318
KDD98,155,int,0,82318,77,82318
KDD98,156,int,0,82318,5474,82318
KDD98,157,int,0,82318,14,82318
KDD98,158,int,0,82318,69,82318
KDD98,159,int,0,82318,95,82318
KDD98,160,int,0,82318,65,82318
KDD98,161,int,0,82318,39,82318
KDD98,162,int,0,82318,100,82318
KDD98,163,int,0,82318,100,82318
KDD98,164,int,0,82318,65,82318
KDD98,165,int,0,82318,39,82318
KDD98,166,int,0,82318,100,82318
KDD98,167,int,0,82318,56,82318
KDD98,168,int,0,82318,924,82318
KDD98,169,int,0,82318,60,82318
KDD98,170,int,0,82318,62,82318
KDD98,171,int,0,82318,94,82318
KDD98,172,int,0,82318,53,82318
KDD98,173,int,0,82318,77,82318
KDD98,174,int,0,82318,81,82318
KDD98,175,int,0,82318,1104,82318
KDD98,176,int,0,82318,59,82318
KDD98,177,int,0,82318,50,82318
KDD98,178,int,0,82318,61,82318
KDD98,179,int,0,82318,53,82318
KDD98,180,int,0,82318,97,82318
KDD98,181,int,0,82318,64,82318
KDD98,182,int,0,82318,67,82318
KDD98,183,int,0,82318,173,82318
KDD98,184,int,0,82318,100,82318
KDD98,185,int,0,82318,297,82318
KDD98,186,int,0,82318,100,82318
KDD98,187,int,0,82318,63,82318
KDD98,188,int,0,82318,50,82318
KDD98,189,int,0,82318,4504,82318
KDD98,190,int,0,82318,44,82318
KDD98,191,int,0,82318,98,82318
KDD98,192,int,0,82318,100,82318
KDD98,193,int,0,82318,69,82318
KDD98,194,int,0,82318,34,82318
KDD98,195,int,0,82318,40,82318
KDD98,196,int,0,82318,71,82318
KDD98,197,int,0,82318,29,82318
KDD98,198,int,0,82318,97,82318
KDD98,199,int,0,82318,39,82318
KDD98,200,int,0,82318,2,82318
KDD98,201,int,0,82318,48,82318
KDD98,202,int,0,82318,20761,82318
KDD98,203,int,0,82318,18,82318
KDD98,204,int,0,82318,99,82318
KDD98,205,int,0,82318,54,82318
KDD98,206,int,0,82318,100,82318
KDD98,207,int,0,82318,98,82318
KDD98,208,int,0,82318,88,82318
KDD98,209,int,0,82318,143,82318
KDD98,210,int,0,82318,72,82318
KDD98,211,int,0,82318,4585,82318
KDD98,212,int,0,82318,29,82318
KDD98,213,int,0,82318,21,82318
KDD98,214,int,0,82318,62,82318
KDD98,215,int,0,82318,94,82318
KDD98,216,int,0,82318,100,82318
KDD98,217,int,0,82318,88,82318
KDD98,218,str,0,82318,2,82318
KDD98,219,str,0,82318,2,82318
KDD98,220,str,0,82318,2,82318
KDD98,221,str,0,82318,2,82318
KDD98,222,str,0,82318,2,82318
KDD98,223,str,0,82318,2,82318
KDD98,224,str,0,82318,2,82318
KDD98,225,str,0,82318,2,82318
KDD98,226,str,0,82318,2,82318
KDD98,227,str,0,82318,2,82318
KDD98,228,str,0,82318,2,82318
KDD98,229,str,0,82318,2,82318
KDD98,230,str,0,82318,2,82318
KDD98,231,str,0,82318,2,82318
KDD98,232,str,0,82318,2,82318
KDD98,233,str,0,82318,14,82318
KDD98,234,str,0,82318,2,82318
KDD98,235,str,0,82318,2,82318
KDD98,236,str,0,82318,2,82318
KDD98,237,int,0,82318,75,82318
KDD98,238,int,0,82318,74,82318
KDD98,239,int,0,82318,76,82318
KDD98,240,int,0,82318,63,82318
KDD98,241,int,0,82318,100,82318
KDD98,242,int,0,82318,98,82318
KDD98,243,int,0,82318,23,82318
KDD98,244,int,0,82318,68,82318
KDD98,245,int,0,82318,72,82318
KDD98,246,float,0,82318,7300,82318
KDD98,247,int,0,82318,97,82318
KDD98,248,str,0,82318,2,82318
KDD98,249,str,0,82318,2,82318
KDD98,250,str,0,82318,2,82318
KDD98,251,str,0,82318,2,82318
KDD98,252,str,0,82318,2,82318
KDD98,253,str,0,82318,2,82318
KDD98,254,str,0,82318,2,82318
KDD98,255,int,0,82318,51,82318
KDD98,256,int,0,82318,59,82318
KDD98,257,int,0,82318,37,82318
KDD98,258,int,0,82318,63,82318
KDD98,259,int,0,82318,38,82318
KDD98,260,int,0,82318,18,82318
KDD98,261,int,0,82318,100,82318
KDD98,262,int,0,82318,100,82318
KDD98,263,int,0,82318,89,82318
KDD98,264,int,0,82318,29,82318
KDD98,265,int,0,82318,66,82318
KDD98,266,int,0,82318,83,82318
KDD98,267,int,0,82318,100,82318
KDD98,268,int,0,82318,90,82318
KDD98,269,int,0,82318,73,82318
KDD98,270,int,0,82318,100,82318
KDD98,271,int,0,82318,62,82318
KDD98,272,int,0,82318,62,82318
KDD98,273,int,0,82318,45,82318
KDD98,274,int,0,82318,63,82318
KDD98,275,float,0,82318,1989,82318
KDD98,276,float,0,82318,275,82318
KDD98,277,int,0,82318,100,82318
KDD98,278,float,0,82318,193,82318
KDD98,279,float,0,82318,220,82318
KDD98,280,str,0,82318,54,82318
KDD98,281,str,0,82318,6,82318
KDD98,282,str,0,82318,18543,82318
KDD98,283,int,0,82318,70,82318
KDD98,284,int,0,82318,61,82318
KDD98,285,int,0,82318,100,82318
KDD98,286,int,0,82318,4,82318
KDD98,287,int,0,82318,100,82318
KDD98,288,int,0,82318,61,82318
KDD98,289,int,0,82318,96,82318
KDD98,290,int,0,82318,100,82318
KDD98,291,int,0,82318,18,82318
KDD98,292,int,0,82318,81,82318
KDD98,293,int,0,82318,100,82318
KDD98,294,int,0,82318,100,82318
KDD98,295,int,0,82318,100,82318
KDD98,296,int,0,82318,89,82318
KDD98,297,int,0,82318,47,82318
KDD98,298,int,0,82318,100,82318
KDD98,299,int,0,82318,100,82318
KDD98,300,int,0,82318,81,82318
KDD98,301,int,0,82318,42,82318
KDD98,302,int,0,82318,100,82318
KDD98,303,int,0,82318,98,82318
KDD98,304,int,0,82318,62,82318
KDD98,305,int,0,82318,93,82318
KDD98,306,int,0,82318,72,82318
KDD98,307,int,0,82318,62,82318
KDD98,308,int,0,82318,95,82318
KDD98,309,int,0,82318,33,82318
KDD98,310,int,0,82318,100,82318
KDD98,311,int,0,82318,96,82318
KDD98,312,int,0,82318,60,82318
KDD98,313,int,0,82318,50,82318
KDD98,314,int,0,82318,1144,82318
KDD98,315,int,0,82318,57,82318
KDD98,316,int,0,82318,90,82318
KDD98,317,int,0,82318,71,82318
KDD98,318,int,0,82318,95,82318
KDD98,319,int,0,82318,16,82318
KDD98,320,int,0,82318,75,82318
KDD98,321,int,0,82318,41,82318
KDD98,322,int,0,82318,47,82318
KDD98,323,int,0,82318,100,82318
KDD98,324,int,0,82318,25,82318
KDD98,325,int,0,82318,83,82318
KDD98,326,int,0,82318,84,82318
KDD98,327,int,0,82318,56,82318
KDD98,328,int,0,82318,58,82318
KDD98,329,int,0,82318,51,82318
KDD98,330,int,0,82318,71,82318
KDD98,331,int,0,82318,97,82318
KDD98,332,int,0,82318,99,82318
KDD98,333,int,0,82318,100,82318
KDD98,334,int,0,82318,100,82318
KDD98,335,int,0,82318,100,82318
KDD98,336,int,0,82318,100,82318
KDD98,337,int,0,82318,95,82318
KDD98,338,int,0,82318,45,82318
KDD98,339,int,0,82318,27,82318
KDD98,340,int,0,82318,96,82318
KDD98,341,int,0,82318,14,82318
KDD98,342,int,0,82318,48,82318
KDD98,343,int,0,82318,78,82318
KDD98,344,int,0,82318,80,82318
KDD98,345,int,0,82318,60,82318
KDD98,346,int,0,82318,61,82318
KDD98,347,int,0,82318,100,82318
KDD98,348,int,0,82318,53,82318
KDD98,349,int,0,82318,64,82318
KDD98,350,int,0,82318,55,82318
KDD98,351,int,0,82318,75,82318
KDD98,352,int,0,82318,62,82318
KDD98,353,str,146,82172,4,82318
KDD98,354,str,840,81478,887,82318
KDD98,355,str,1736,80582,2,82318
KDD98,356,str,1736,80582,69,82318
KDD98,357,str,1928,80390,8,82318
KDD98,358,str,2029,80289,64,82318
KDD98,359,str,2060,80258,16,82318
KDD98,360,int,2060,80258,53,82318
KDD98,361,str,2601,79717,5,82318
KDD98,362,str,2977,79341,106,82318
KDD98,363,str,2977,79341,5,82318
KDD98,364,str,3141,79177,2,82318
KDD98,365,str,3141,79177,109,82318
KDD98,366,str,7559,74759,106,82318
KDD98,367,str,7559,74759,4,82318
KDD98,368,str,7867,74451,3,82318
KDD98,369,str,7867,74451,102,82318
KDD98,370,str,8339,73979,177,82318
KDD98,371,int,8339,73979,67,82318
KDD98,372,str,8889,73429,4,82318
KDD98,373,str,8889,73429,101,82318
KDD98,374,str,9451,72867,105,82318
KDD98,375,str,9451,72867,3,82318
KDD98,376,str,15930,66388,98,82318
KDD98,377,str,15930,66388,2,82318
KDD98,378,str,17258,65060,3,82318
KDD98,379,str,17302,65016,121,82318
KDD98,380,str,18153,64165,9,82318
KDD98,381,str,18153,64165,121,82318
KDD98,382,int,18507,63811,3,82318
KDD98,383,int,18515,63803,7,82318
KDD98,384,str,19355,62963,2,82318
KDD98,385,int,20371,61947,92,82318
KDD98,386,str,20864,61454,3,82318
KDD98,387,str,20871,61447,106,82318
KDD98,388,str,21805,60513,5,82318
KDD98,389,str,21808,60510,115,82318
KDD98,390,str,23754,58564,116,82318
KDD98,391,str,23754,58564,3,82318
KDD98,392,str,25475,56843,2,82318
KDD98,393,str,28270,54048,92,82318
KDD98,394,str,28270,54048,2,82318
KDD98,395,str,28723,53595,40,82318
KDD98,396,str,28723,53595,1,82318
KDD98,397,str,30199,52119,101,82318
KDD98,398,str,30199,52119,2,82318
KDD98,399,str,31762,50556,2,82318
KDD98,400,str,31762,50556,96,82318
KDD98,401,str,34611,47707,3,82318
KDD98,402,str,34612,47706,84,82318
KDD98,403,int,37578,44740,10,82318
KDD98,404,int,38495,43823,10,82318
KDD98,405,str,43298,39020,79,82318
KDD98,406,str,43298,39020,2,82318
KDD98,407,int,45452,36866,3,82318
KDD98,408,int,45452,36866,4,82318
KDD98,409,int,45452,36866,9,82318
KDD98,410,int,45452,36866,5,82318
KDD98,411,int,45452,36866,10,82318
KDD98,412,int,45452,36866,10,82318
KDD98,413,int,45452,36866,10,82318
KDD98,414,int,45452,36866,10,82318
KDD98,415,int,45452,36866,7,82318
KDD98,416,int,45452,36866,6,82318
KDD98,417,int,45452,36866,5,82318
KDD98,418,int,45452,36866,7,82318
KDD98,419,int,45452,36866,10,82318
KDD98,420,int,45499,36819,7,82318
KDD98,421,int,46472,35846,3,82318
KDD98,422,str,48569,33749,3,82318
KDD98,423,str,48572,33746,84,82318
KDD98,424,str,56376,25942,1,82318
KDD98,425,str,56376,25942,34,82318
KDD98,426,float,58778,23540,98,82318
KDD98,427,str,58778,23540,17,82318
KDD98,428,float,59875,22443,104,82318
KDD98,429,str,59875,22443,9,82318
KDD98,430,float,61686,20632,96,82318
KDD98,431,str,61686,20632,12,82318
KDD98,432,str,63433,18885,15,82318
KDD98,433,float,63433,18885,103,82318
KDD98,434,str,63978,18340,12,82318
KDD98,435,float,63978,18340,86,82318
KDD98,436,str,65050,17268,15,82318
KDD98,437,float,65050,17268,94,82318
KDD98,438,float,66702,15616,83,82318
KDD98,439,str,66702,15616,14,82318
KDD98,440,str,67534,14784,10,82318
KDD98,441,float,67534,14784,82,82318
KDD98,442,str,68547,13771,13,82318
KDD98,443,float,68547,13771,77,82318
KDD98,444,int,68983,13335,7,82318
KDD98,445,str,69428,12890,12,82318
KDD98,446,float,69428,12890,90,82318
KDD98,447,float,71421,10897,79,82318
KDD98,448,str,71421,10897,14,82318
KDD98,449,int,71727,10591,7,82318
KDD98,450,str,73394,8924,9,82318
KDD98,451,float,73394,8924,85,82318
KDD98,452,str,74008,8310,12,82318
KDD98,453,float,74008,8310,75,82318
KDD98,454,float,74366,7952,67,82318
KDD98,455,str,74366,7952,11,82318
KDD98,456,float,74721,7597,76,82318
KDD98,457,str,74721,7597,10,82318
KDD98,458,str,75472,6846,10,82318
KDD98,459,float,75472,6846,62,82318
KDD98,460,str,75473,6845,17,82318
KDD98,461,float,75473,6845,68,82318
KDD98,462,float,75994,6324,66,82318
KDD98,463,str,75994,6324,16,82318
KDD98,464,int,76903,5415,8,82318
KDD98,465,str,79920,2398,3,82318
KDD98,466,str,80805,1513,3,82318
KDD98,467,str,80888,1430,3,82318
KDD98,468,str,81063,1255,2,82318
KDD98,469,str,81307,1011,3,82318
KDD98,470,str,81608,710,17,82318
KDD98,471,float,81608,710,37,82318
KDD98,472,str,82049,269,23,82318
KDD98,473,float,82049,269,32,82318
KDD98,474,str,82090,228,15,82318
KDD98,475,float,82090,228,28,82318
KDD98,476,int,82168,150,4,82318
KDD98,477,int,82304,14,8,82318
KDD98,478,str,82304,14,6,82318
