dataset_name,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
Yelp,97,int,16395,213512,51,229907
Yelp,98,int,16395,213512,51,229907
Yelp,99,int,16395,213512,49,229907
Yelp,100,int,16395,213512,28,229907
Yelp,101,int,16395,213512,25,229907
Yelp,102,int,16395,213512,32,229907
Yelp,103,int,16395,213512,45,229907
Yelp,104,int,16395,213512,25,229907
Yelp,105,int,16395,213512,25,229907
Yelp,106,int,16395,213512,7,229907
Yelp,107,int,16395,213512,22,229907
Yelp,108,int,16395,213512,38,229907
Yelp,109,int,16395,213512,26,229907
Yelp,110,int,16395,213512,33,229907
Yelp,111,int,16395,213512,28,229907
Yelp,112,int,16395,213512,43,229907
Yelp,113,int,16395,213512,26,229907
Yelp,114,int,16395,213512,48,229907
Yelp,115,int,16395,213512,7,229907
Yelp,116,int,16395,213512,46,229907
Yelp,117,int,16395,213512,9,229907
Yelp,118,int,16395,213512,15,229907
Yelp,119,int,16395,213512,30,229907
Yelp,120,int,16395,213512,23,229907
Yelp,121,int,16395,213512,23,229907
Yelp,122,int,16395,213512,41,229907
Yelp,123,int,16395,213512,42,229907
Yelp,124,int,16395,213512,19,229907
Yelp,125,int,16395,213512,39,229907
Yelp,126,int,16395,213512,13,229907
Yelp,127,int,16395,213512,30,229907
Yelp,128,int,16395,213512,12,229907
Yelp,129,int,16395,213512,25,229907
Yelp,130,int,16395,213512,10,229907
Yelp,131,int,16395,213512,46,229907
Yelp,132,int,16395,213512,22,229907
Yelp,133,int,16395,213512,50,229907
Yelp,134,int,16395,213512,6,229907
Yelp,135,int,16395,213512,29,229907
Yelp,136,int,16395,213512,51,229907
Yelp,137,int,16395,213512,25,229907
Yelp,138,int,16395,213512,21,229907
Yelp,139,int,16395,213512,28,229907
Yelp,140,int,16395,213512,44,229907
Yelp,141,int,16395,213512,23,229907
Yelp,142,int,16395,213512,13,229907
Yelp,143,int,16395,213512,24,229907
Yelp,144,int,16395,213512,39,229907
Yelp,145,int,16395,213512,33,229907
Yelp,146,int,16395,213512,26,229907
Yelp,147,int,16395,213512,8,229907
Yelp,148,int,16395,213512,29,229907
Yelp,149,int,16395,213512,5,229907
Yelp,150,int,16395,213512,38,229907
Yelp,151,int,16395,213512,42,229907
Yelp,152,int,16395,213512,28,229907
Yelp,153,int,16395,213512,45,229907
Yelp,154,int,16395,213512,6,229907
Yelp,155,int,16395,213512,32,229907
Yelp,156,int,16395,213512,26,229907
Yelp,157,int,16395,213512,19,229907
Yelp,158,int,16395,213512,13,229907
Yelp,159,int,16395,213512,8,229907
Yelp,160,int,16395,213512,34,229907
Yelp,161,int,16395,213512,27,229907
Yelp,162,int,16395,213512,13,229907
Yelp,163,int,16395,213512,21,229907
Yelp,164,int,16395,213512,20,229907
Yelp,165,int,16395,213512,24,229907
Yelp,166,int,16395,213512,37,229907
Yelp,167,int,16395,213512,19,229907
Yelp,168,int,16395,213512,46,229907
Yelp,169,int,16395,213512,5,229907
Yelp,170,int,16395,213512,11,229907
Yelp,171,int,16395,213512,34,229907
Yelp,172,int,16395,213512,40,229907
Yelp,173,int,16395,213512,25,229907
Yelp,174,int,16395,213512,18,229907
Yelp,175,int,16395,213512,25,229907
Yelp,176,int,16395,213512,22,229907
Yelp,177,int,16395,213512,23,229907
Yelp,178,int,16395,213512,27,229907
Yelp,179,int,16395,213512,4,229907
Yelp,180,int,16395,213512,6,229907
Yelp,181,int,16395,213512,19,229907
Yelp,182,int,16395,213512,10,229907
Yelp,183,int,16395,213512,47,229907
Yelp,184,int,16395,213512,25,229907
Yelp,185,int,16395,213512,24,229907
Yelp,186,int,16395,213512,45,229907
Yelp,187,int,16395,213512,5,229907
Yelp,188,int,16395,213512,44,229907
Yelp,189,int,16395,213512,27,229907
Yelp,190,int,16395,213512,21,229907
Yelp,191,int,16395,213512,39,229907
Yelp,192,int,16395,213512,45,229907
Yelp,193,int,16395,213512,15,229907
Yelp,194,int,229907,0,0,229907
